Orig Name,Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Adams County,Adams8,ND,45.71,41.251,50.169
Barnes County,Barnes1,ND,52.376,47.91,56.842
Benson County,Benson1,ND,39.342,35.602,43.082
Billings County,Billings1,ND,75.096,67.057,83.135
Bottineau County,Bottineau1,ND,56.965,51.366,62.564
Bowman County,Bowman1,ND,60.946,54.675,67.217
Burke County,Burke3,ND,62.875,56.539,69.211
Burleigh County,Burleigh1,ND,66.734,62.046,71.422
Cass County,Cass8,ND,53.755,50.857,56.653
Cavalier County,Cavalier1,ND,54.057,48.678,59.436
Dickey County,Dickey1,ND,51.817,46.762,56.872
Divide County,Divide1,ND,67.344,60.037,74.651
Dunn County,Dunn1,ND,72.018,64.433,79.603
Eddy County,Eddy2,ND,47.596,44.149,51.043
Emmons County,Emmons1,ND,44.282,41.034,47.53
Foster County,Foster1,ND,54.593,49.6,59.586
Golden Valley County,Golden Valley2,ND,53.42,47.836,59.004
Grand Forks County,Grand Forks1,ND,50.435,46.81,54.06
Grant County,Grant9,ND,39.679,36.029,43.329
Griggs County,Griggs1,ND,51.192,46.333,56.051
Hettinger County,Hettinger1,ND,50.038,46.119,53.957
Kidder County,Kidder1,ND,46.923,42.766,51.08
LaMoure County,LaMoure1,ND,53.721,48.285,59.157
Logan County,Logan7,ND,44.696,40.292,49.1
McHenry County,McHenry2,ND,48.887,44.027,53.747
McIntosh County,McIntosh2,ND,40.258,36.326,44.19
McKenzie County,McKenzie1,ND,81.209,73.397,89.021
McLean County,McLean3,ND,56.616,51.868,61.364
Mercer County,Mercer5,ND,74.047,67.748,80.346
Morton County,Morton2,ND,54.637,50.342,58.932
Mountrail County,Mountrail1,ND,66.807,61.034,72.58
Nelson County,Nelson2,ND,45.04,40.359,49.721
Oliver County,Oliver1,ND,62.01,55.586,68.434
Pembina County,Pembina1,ND,56.298,50.828,61.768
Pierce County,Pierce3,ND,39.572,36.455,42.689
Ramsey County,Ramsey2,ND,51.097,46.064,56.13
Ransom County,Ransom1,ND,56.27,51.514,61.026
Renville County,Renville2,ND,60.957,54.93,66.984
Richland County,Richland4,ND,57.177,52.344,62.01
Rolette County,Rolette1,ND,35.63,32.121,39.139
Sargent County,Sargent1,ND,58.467,52.686,64.248
Sheridan County,Sheridan4,ND,44.99,41.395,48.585
Sioux County,Sioux3,ND,33.95,30.83,37.07
Slope County,Slope1,ND,55.664,49.704,61.624
Stark County,Stark2,ND,76.672,72.717,80.627
Steele County,Steele2,ND,59.408,53.884,64.932
Stutsman County,Stutsman1,ND,53.333,49.292,57.374
Towner County,Towner1,ND,51.961,46.472,57.45
Traill County,Traill1,ND,58.995,53.407,64.583
Walsh County,Walsh1,ND,51.754,47.888,55.62
Ward County,Ward1,ND,62.526,58.538,66.514
Wells County,Wells2,ND,51.47,46.514,56.426
Williams County,Williams1,ND,86.354,77.983,94.725
Ohio,Ohio3,ND,49.349,48.991,49.707
Adams County,Adams9,OH,34.116,30.797,37.435
Allen County,Allen5,OH,43.602,40.496,46.708
Ashland County,Ashland1,OH,47.369,43.448,51.29
Ashtabula County,Ashtabula1,OH,39.757,37.438,42.076
Athens County,Athens1,OH,34.216,31.295,37.137
Auglaize County,Auglaize1,OH,52.65,48.994,56.306
Belmont County,Belmont1,OH,41.983,39.183,44.783
Brown County,Brown6,OH,46.484,42.621,50.347
Butler County,Butler7,OH,58.558,56.387,60.729
Carroll County,Carroll11,OH,46.177,42.19,50.164
Champaign County,Champaign2,OH,50.302,46.824,53.78
Clark County,Clark9,OH,42.029,40.654,43.404
Clermont County,Clermont1,OH,62.158,59.815,64.501
Clinton County,Clinton8,OH,49.453,46.435,52.471
Columbiana County,Columbiana1,OH,42.645,39.945,45.345
Coshocton County,Coshocton1,OH,41.547,38,45.094
Crawford County,Crawford9,OH,39.881,37.045,42.717
Cuyahoga County,Cuyahoga1,OH,44.138,43.126,45.15
Darke County,Darke1,OH,46.61,42.643,50.577
Defiance County,Defiance1,OH,53.026,50.522,55.53
Delaware County,Delaware5,OH,97.802,93.402,102.202
Erie County,Erie2,OH,49.234,45.574,52.894
Fairfield County,Fairfield2,OH,59.921,56.81,63.032
Fayette County,Fayette7,OH,44.947,41.807,48.087
Franklin County,Franklin19,OH,53.164,52.013,54.315
Fulton County,Fulton7,OH,54.666,51.151,58.181
Gallia County,Gallia1,OH,36.675,32.831,40.519
Geauga County,Geauga1,OH,72.264,69.763,74.765
Greene County,Greene11,OH,59.382,55.599,63.165
Guernsey County,Guernsey1,OH,41.94,38.916,44.964
Hamilton County,Hamilton8,OH,48.973,47.35,50.596
Hancock County,Hancock8,OH,51.498,49.206,53.79
Hardin County,Hardin4,OH,45.195,42.552,47.838
Harrison County,Harrison6,OH,42.582,39.471,45.693
Henry County,Henry8,OH,53.645,49.637,57.653
Highland County,Highland1,OH,41.611,38.664,44.558
Hocking County,Hocking1,OH,42.374,38.628,46.12
Holmes County,Holmes3,OH,50.069,46.166,53.972
Huron County,Huron2,OH,47.824,45.583,50.065
Jackson County,Jackson17,OH,41.161,37.601,44.721
Jefferson County,Jefferson18,OH,40.148,37.046,43.25
Knox County,Knox7,OH,46.908,44.912,48.904
Lake County,Lake9,OH,58.697,56.068,61.326
Lawrence County,Lawrence8,OH,41.608,38.628,44.588
Licking County,Licking1,OH,57.308,54.344,60.272
Logan County,Logan8,OH,50.753,47.703,53.803
Lorain County,Lorain1,OH,52.331,50.347,54.315
Lucas County,Lucas2,OH,42.344,40.976,43.712
Madison County,Madison17,OH,52.996,49.726,56.266
Mahoning County,Mahoning1,OH,41.316,39.876,42.756
Marion County,Marion12,OH,42.24,38.718,45.762
Medina County,Medina1,OH,68.405,65.193,71.617
Meigs County,Meigs1,OH,38.081,35.752,40.41
Mercer County,Mercer6,OH,52.606,48.87,56.342
Miami County,Miami3,OH,51.868,48.94,54.796
Monroe County,Monroe13,OH,40.646,37.66,43.632
Montgomery County,Montgomery14,OH,42.994,41.511,44.477
Morgan County,Morgan8,OH,37.923,34.22,41.626
Morrow County,Morrow1,OH,49.846,45.11,54.582
Muskingum County,Muskingum1,OH,41.814,38.712,44.916
Noble County,Noble2,OH,43.953,39.406,48.5
Ottawa County,Ottawa3,OH,50.345,47.3,53.39
Paulding County,Paulding2,OH,47.358,43.167,51.549
Perry County,Perry8,OH,43.341,40.474,46.208
Pickaway County,Pickaway1,OH,54.868,50.075,59.661
Pike County,Pike9,OH,40.512,36.624,44.4
Portage County,Portage1,OH,52.047,49.098,54.996
Preble County,Preble1,OH,49.516,46.338,52.694
Putnam County,Putnam7,OH,56.519,52.704,60.334
Richland County,Richland5,OH,41.948,39.834,44.062
Ross County,Ross1,OH,42.466,39.405,45.527
Sandusky County,Sandusky1,OH,46.447,42.882,50.012
Scioto County,Scioto1,OH,37.625,35.084,40.166
Seneca County,Seneca2,OH,45.003,41.939,48.067
Shelby County,Shelby7,OH,50.774,47.361,54.187
Stark County,Stark3,OH,47.745,46.281,49.209
Summit County,Summit2,OH,50.453,49.058,51.848
Trumbull County,Trumbull1,OH,43.16,41.326,44.994
Tuscarawas County,Tuscarawas1,OH,46.128,43.733,48.523
Union County,Union13,OH,69.9,63.58,76.22
Van Wert County,Van Wert1,OH,49.565,45.344,53.786
Vinton County,Vinton1,OH,37.633,34.804,40.462
Warren County,Warren11,OH,72.973,69.386,76.56
Washington County,Washington21,OH,45.048,41.445,48.651
Wayne County,Wayne12,OH,50.106,47.191,53.021
Williams County,Williams2,OH,42.214,39.521,44.907
Wood County,Wood1,OH,54.996,52.01,57.982
Wyandot County,Wyandot1,OH,47.905,44.058,51.752
Oklahoma,Oklahoma1,OH,47.524,47.077,47.971
Adair County,Adair4,OK,31.386,28.494,34.278
Alfalfa County,Alfalfa1,OK,51.885,46.933,56.837
Atoka County,Atoka1,OK,35.91,33.08,38.74
Beaver County,Beaver1,OK,56.664,51.047,62.281
Beckham County,Beckham1,OK,46.625,42.82,50.43
Blaine County,Blaine4,OK,44.309,40.15,48.468
Bryan County,Bryan2,OK,38.187,35.682,40.692
Caddo County,Caddo2,OK,39.933,37.483,42.383
Canadian County,Canadian1,OK,68.421,65.767,71.075
Carter County,Carter4,OK,44.402,41.25,47.554
Cherokee County,Cherokee6,OK,38.027,35.378,40.676
Choctaw County,Choctaw3,OK,29.652,26.956,32.348
Cimarron County,Cimarron1,OK,41.8,37.823,45.777
Cleveland County,Cleveland3,OK,58.205,55.22,61.19
Coal County,Coal1,OK,36.566,32.961,40.171
Comanche County,Comanche2,OK,46.071,42.938,49.204
Cotton County,Cotton1,OK,41.469,37.493,45.445
Craig County,Craig1,OK,36.953,33.534,40.372
Creek County,Creek1,OK,46.614,43.533,49.695
Custer County,Custer5,OK,45.574,40.936,50.212
Delaware County,Delaware6,OK,36.424,33.344,39.504
Dewey County,Dewey1,OK,50.348,46.166,54.53
Ellis County,Ellis2,OK,52.032,48.769,55.295
Garfield County,Garfield4,OK,49.136,46.412,51.86
Garvin County,Garvin1,OK,40.774,37.646,43.902
Grady County,Grady2,OK,51.199,48.203,54.195
Grant County,Grant10,OK,49.774,45.148,54.4
Greer County,Greer1,OK,34.872,31.413,38.331
Harmon County,Harmon1,OK,33.75,30.662,36.838
Harper County,Harper2,OK,49.204,44.061,54.347
Haskell County,Haskell2,OK,35.313,31.8,38.826
Hughes County,Hughes1,OK,34.837,32.501,37.173
Jackson County,Jackson18,OK,41.37,37.272,45.468
Jefferson County,Jefferson19,OK,32.645,29.543,35.747
Johnston County,Johnston2,OK,35.977,33.089,38.865
Kay County,Kay1,OK,41.514,38.975,44.053
Kingfisher County,Kingfisher1,OK,59.525,53.848,65.202
Kiowa County,Kiowa3,OK,36.699,33.461,39.937
Latimer County,Latimer1,OK,35.522,32.126,38.918
Le Flore County,Le Flore1,OK,36.627,34.34,38.914
Lincoln County,Lincoln17,OK,46.083,43.344,48.822
Logan County,Logan9,OK,55.602,50.843,60.361
Love County,Love1,OK,52.662,49.777,55.547
McClain County,McClain1,OK,58.392,53.275,63.509
McCurtain County,McCurtain1,OK,34.964,33.066,36.862
McIntosh County,McIntosh3,OK,33.45,30.457,36.443
Major County,Major1,OK,54.107,49.086,59.128
Marshall County,Marshall9,OK,38.517,35.108,41.926
Mayes County,Mayes1,OK,41.806,39.576,44.036
Murray County,Murray3,OK,43.783,39.572,47.994
Muskogee County,Muskogee1,OK,41.015,38.313,43.717
Noble County,Noble3,OK,46.874,42.475,51.273
Nowata County,Nowata1,OK,39.706,35.928,43.484
Okfuskee County,Okfuskee1,OK,34.172,30.743,37.601
Oklahoma County,Oklahoma2,OK,48.226,46.757,49.695
Okmulgee County,Okmulgee1,OK,38.183,35.345,41.021
Osage County,Osage3,OK,48.014,43.965,52.063
Ottawa County,Ottawa4,OK,35.58,33.339,37.821
Pawnee County,Pawnee3,OK,43.476,40.491,46.461
Payne County,Payne1,OK,41.037,37.589,44.485
Pittsburg County,Pittsburg1,OK,39.9,36.522,43.278
Pontotoc County,Pontotoc2,OK,41.423,38.29,44.556
Pottawatomie County,Pottawatomie2,OK,45.71,43.044,48.376
Pushmataha County,Pushmataha1,OK,32.215,29.367,35.063
Roger Mills County,Roger Mills1,OK,56.139,50.277,62.001
Rogers County,Rogers1,OK,56.465,53.845,59.085
Seminole County,Seminole3,OK,35.964,33.793,38.135
Sequoyah County,Sequoyah1,OK,35.592,32.158,39.026
Stephens County,Stephens2,OK,42.967,39.733,46.201
Texas County,Texas2,OK,49.78,45.36,54.2
Tillman County,Tillman1,OK,35.274,31.52,39.028
Tulsa County,Tulsa1,OK,50.507,49.556,51.458
Wagoner County,Wagoner1,OK,58.921,56.18,61.662
Washington County,Washington22,OK,49.056,45.937,52.175
Washita County,Washita1,OK,47.391,42.765,52.017
Woods County,Woods1,OK,48.831,43.934,53.728
Woodward County,Woodward1,OK,56.067,50.406,61.728
Oregon,Oregon2,OK,51.088,50.607,51.569
Baker County,Baker3,OR,38.966,35.475,42.457
Benton County,Benton7,OR,54.089,49.559,58.619
Clackamas County,Clackamas1,OR,65.555,62.792,68.318
Clatsop County,Clatsop1,OR,45.132,41.123,49.141
Columbia County,Columbia5,OR,57.517,52.697,62.337
Coos County,Coos2,OR,39.956,37.328,42.584
Crook County,Crook1,OR,38.155,34.688,41.622
Curry County,Curry2,OR,40.524,37.448,43.6
Deschutes County,Deschutes1,OR,52.387,49.264,55.51
Douglas County,Douglas9,OR,41.504,39.033,43.975
Gilliam County,Gilliam1,OR,51.978,46.849,57.107
Grant County,Grant11,OR,41.304,37.034,45.574
Harney County,Harney1,OR,36.34,32.642,40.038
Hood River County,Hood River1,OR,54.063,49.516,58.61
Jackson County,Jackson19,OR,44.835,42.373,47.297
Jefferson County,Jefferson20,OR,42.753,39.284,46.222
Josephine County,Josephine1,OR,37.23,34.074,40.386
Klamath County,Klamath1,OR,39.234,36.331,42.137
Lake County,Lake10,OR,40.328,36.28,44.376
Lane County,Lane2,OR,44.976,42.967,46.985
Lincoln County,Lincoln18,OR,40.226,37.101,43.351
Linn County,Linn4,OR,44.358,41.159,47.557
Malheur County,Malheur1,OR,35.094,31.618,38.57
Marion County,Marion13,OR,48.554,46.347,50.761
Morrow County,Morrow2,OR,51.839,46.569,57.109
Multnomah County,Multnomah1,OR,53.519,51.7,55.338
Polk County,Polk9,OR,52.626,49.042,56.21
Sherman County,Sherman3,OR,53.277,47.661,58.893
Tillamook County,Tillamook1,OR,41.662,38.375,44.949
Umatilla County,Umatilla1,OR,44.78,41.922,47.638
Union County,Union14,OR,44.841,41.885,47.797
Wallowa County,Wallowa1,OR,39.743,35.852,43.634
Wasco County,Wasco1,OR,44.01,39.913,48.107
Washington County,Washington23,OR,66.315,63.653,68.977
Wheeler County,Wheeler3,OR,33.387,29.8,36.974
Yamhill County,Yamhill1,OR,52.903,49.406,56.4
Pennsylvania,Pennsylvania1,OR,53.224,52.81,53.638
Adams County,Adams10,PA,60.179,57.548,62.81
Allegheny County,Allegheny1,PA,52.385,51.464,53.306
Armstrong County,Armstrong1,PA,44.326,41.339,47.313
Beaver County,Beaver2,PA,51.041,49.668,52.414
Bedford County,Bedford1,PA,46.89,44.114,49.666
Berks County,Berks1,PA,55.936,54.275,57.597
Blair County,Blair1,PA,43.343,40.351,46.335
Bradford County,Bradford2,PA,47.242,44.251,50.233
Bucks County,Bucks1,PA,77.823,75.7,79.946
Butler County,Butler8,PA,60.851,58.263,63.439
Cambria County,Cambria1,PA,42.703,40.88,44.526
Cameron County,Cameron2,PA,40.257,36.456,44.058
Carbon County,Carbon2,PA,49.252,46.955,51.549
Centre County,Centre1,PA,51.573,49.093,54.053
Chester County,Chester1,PA,85.613,82.405,88.821
Clarion County,Clarion1,PA,43.202,40.903,45.501
Clearfield County,Clearfield1,PA,40.23,37.697,42.763
Clinton County,Clinton9,PA,44.224,40.935,47.513
Columbia County,Columbia6,PA,46.938,43.765,50.111
Crawford County,Crawford10,PA,43.969,41.53,46.408
Cumberland County,Cumberland6,PA,62.692,60.293,65.091
Dauphin County,Dauphin1,PA,52.967,50.618,55.316
Delaware County,Delaware7,PA,62.867,60.255,65.479
Elk County,Elk2,PA,46.965,44.206,49.724
Erie County,Erie3,PA,45.476,43.587,47.365
Fayette County,Fayette8,PA,36.902,34.739,39.065
Forest County,Forest1,PA,37.794,34.591,40.997
Franklin County,Franklin20,PA,50.434,47.58,53.288
Fulton County,Fulton8,PA,48.084,44.073,52.095
Greene County,Greene12,PA,49.897,46.431,53.363
Huntingdon County,Huntingdon1,PA,44.531,42.623,46.439
Indiana County,Indiana2,PA,42.611,39.941,45.281
Jefferson County,Jefferson21,PA,43.81,41.842,45.778
Juniata County,Juniata1,PA,48.944,45.573,52.315
Lackawanna County,Lackawanna1,PA,45.098,42.905,47.291
Lancaster County,Lancaster2,PA,57.369,55.545,59.193
Lawrence County,Lawrence9,PA,44.903,42.641,47.165
Lebanon County,Lebanon1,PA,53.861,51.434,56.288
Lehigh County,Lehigh1,PA,58.283,56.856,59.71
Luzerne County,Luzerne1,PA,44.222,42.684,45.76
Lycoming County,Lycoming1,PA,45.211,42.919,47.503
Mc Kean County,Mc Kean1,PA,44.723,41.422,48.024
Mercer County,Mercer7,PA,43.559,41.297,45.821
Mifflin County,Mifflin1,PA,40.957,39.019,42.895
Monroe County,Monroe14,PA,59.492,55.73,63.254
Montgomery County,Montgomery15,PA,79.576,77.118,82.034
Montour County,Montour1,PA,54.547,49.296,59.798
Northampton County,Northampton2,PA,61.51,59.58,63.44
Northumberland County,Northumberland1,PA,40.429,38.044,42.814
Perry County,Perry9,PA,54.92,51.748,58.092
Philadelphia County,Philadelphia1,PA,39.037,37.849,40.225
Pike County,Pike10,PA,58.375,53.83,62.92
Potter County,Potter1,PA,40.323,36.908,43.738
Schuylkill County,Schuylkill1,PA,43.169,40.843,45.495
Snyder County,Snyder1,PA,49.117,45.966,52.268
Somerset County,Somerset4,PA,45.706,44.145,47.267
Sullivan County,Sullivan5,PA,44.191,40.955,47.427
Susquehanna County,Susquehanna1,PA,49.552,47.341,51.763
Tioga County,Tioga2,PA,47.36,44.509,50.211
Union County,Union15,PA,47.996,44.495,51.497
Venango County,Venango1,PA,43.81,41.255,46.365
Warren County,Warren12,PA,44.651,41.148,48.154
Washington County,Washington24,PA,55.796,53.374,58.218
Wayne County,Wayne13,PA,48.663,45.556,51.77
Westmoreland County,Westmoreland1,PA,53.536,51.6,55.472
Wyoming County,Wyoming2,PA,55.882,52.622,59.142
York County,York3,PA,58.471,56.478,60.464
Rhode Island,Rhode Island1,PA,54.797,53.523,56.071
Bristol County,Bristol2,RI,68.246,61.854,74.638
Kent County,Kent4,RI,61.923,58.197,65.649
Newport County,Newport1,RI,69.203,65.011,73.395
Providence County,Providence1,RI,47.278,45.298,49.258
Washington County,Washington25,RI,70.705,66.471,74.939
South Carolina,South Carolina1,RI,45.337,44.839,45.835
Abbeville County,Abbeville1,SC,35.525,32.04,39.01
Aiken County,Aiken1,SC,48.537,46.339,50.735
Allendale County,Allendale1,SC,25.53,22.872,28.188
Anderson County,Anderson3,SC,43.124,41.062,45.186
Bamberg County,Bamberg1,SC,30.349,27.16,33.538
Barnwell County,Barnwell1,SC,32.205,28.818,35.592
Beaufort County,Beaufort2,SC,55.427,52.393,58.461
Berkeley County,Berkeley1,SC,52.436,50.225,54.647
Calhoun County,Calhoun9,SC,41.209,37.023,45.395
Charleston County,Charleston1,SC,52.752,50.34,55.164
Cherokee County,Cherokee7,SC,38.947,35.059,42.835
Chester County,Chester2,SC,37.537,33.727,41.347
Chesterfield County,Chesterfield1,SC,34.949,31.531,38.367
Clarendon County,Clarendon1,SC,32.268,30.394,34.142
Colleton County,Colleton1,SC,35.558,33.175,37.941
Darlington County,Darlington1,SC,35.64,32.772,38.508
Dillon County,Dillon1,SC,30.516,27.47,33.562
Dorchester County,Dorchester2,SC,56.388,52.457,60.319
Edgefield County,Edgefield1,SC,44.129,39.898,48.36
Fairfield County,Fairfield3,SC,35.49,31.934,39.046
Florence County,Florence1,SC,42.232,39.175,45.289
Georgetown County,Georgetown1,SC,44.283,40.723,47.843
Greenville County,Greenville1,SC,49.659,47.583,51.735
Greenwood County,Greenwood2,SC,38.878,35.951,41.805
Hampton County,Hampton1,SC,33.644,30.302,36.986
Horry County,Horry1,SC,42.83,41.28,44.38
Jasper County,Jasper7,SC,37.715,35.021,40.409
Kershaw County,Kershaw1,SC,45.411,42.385,48.437
Lancaster County,Lancaster3,SC,44.854,41.74,47.968
Laurens County,Laurens2,SC,38.268,35.316,41.22
Lee County,Lee10,SC,31.51,28.51,34.51
Lexington County,Lexington1,SC,54.098,51.307,56.889
McCormick County,McCormick1,SC,38.694,34.668,42.72
Marion County,Marion14,SC,32.283,29.61,34.956
Marlboro County,Marlboro1,SC,31.17,28.059,34.281
Newberry County,Newberry1,SC,42,38.277,45.723
Oconee County,Oconee2,SC,39.548,36.268,42.828
Orangeburg County,Orangeburg1,SC,31.382,28.766,33.998
Pickens County,Pickens3,SC,41.375,38.57,44.18
Richland County,Richland6,SC,49.782,47.82,51.744
Saluda County,Saluda1,SC,42.286,38.685,45.887
Spartanburg County,Spartanburg1,SC,44.05,41.823,46.277
Sumter County,Sumter4,SC,37.906,34.817,40.995
Union County,Union16,SC,37.501,34.266,40.736
Williamsburg County,Williamsburg1,SC,29.609,27.053,32.165
York County,York4,SC,54.196,50.549,57.843
South Dakota,South Dakota1,SC,51.059,50.111,52.007
Aurora County,Aurora1,SD,50.896,46.912,54.88
Beadle County,Beadle1,SD,49.583,46.379,52.787
Bennett County,Bennett1,SD,34.326,30.85,37.802
Bon Homme County,Bon Homme1,SD,47.987,43.732,52.242
Brookings County,Brookings1,SD,52.93,48.346,57.514
Brown County,Brown7,SD,53.15,48.208,58.092
Brule County,Brule1,SD,47.224,42.548,51.9
Buffalo County,Buffalo2,SD,21.658,19.379,23.937
Butte County,Butte3,SD,41.446,37.285,45.607
Campbell County,Campbell2,SD,49.895,44.691,55.099
Charles Mix County,Charles Mix1,SD,41.395,37.566,45.224
Clark County,Clark10,SD,48.024,43.064,52.984
Clay County,Clay15,SD,43.453,39.509,47.397
Codington County,Codington1,SD,52.892,47.782,58.002
Corson County,Corson1,SD,31.42,28.934,33.906
Custer County,Custer6,SD,51.244,46.078,56.41
Davison County,Davison1,SD,48.675,43.725,53.625
Day County,Day1,SD,43.305,38.69,47.92
Deuel County,Deuel2,SD,51.246,46.436,56.056
Dewey County,Dewey2,SD,34.936,31.499,38.373
Douglas County,Douglas10,SD,49.251,44.041,54.461
Edmunds County,Edmunds1,SD,57.148,51.209,63.087
Fall River County,Fall River1,SD,42.007,38.058,45.956
Faulk County,Faulk1,SD,46.633,41.777,51.489
Grant County,Grant12,SD,52.816,47.953,57.679
Gregory County,Gregory1,SD,36.836,33.215,40.457
Haakon County,Haakon1,SD,43.699,39.049,48.349
Hamlin County,Hamlin1,SD,53.944,49.055,58.833
Hand County,Hand1,SD,51.201,45.889,56.513
Hanson County,Hanson1,SD,61.945,55.975,67.915
Harding County,Harding2,SD,49.22,44.193,54.247
Hughes County,Hughes2,SD,58.34,53.108,63.572
Hutchinson County,Hutchinson1,SD,48.879,44.412,53.346
Hyde County,Hyde2,SD,49.184,44.123,54.245
Jackson County,Jackson20,SD,31.922,28.664,35.18
Jerauld County,Jerauld1,SD,48.773,43.655,53.891
Jones County,Jones5,SD,44.876,40.072,49.68
Kingsbury County,Kingsbury1,SD,51.837,46.873,56.801
Lake County,Lake11,SD,53.175,47.608,58.742
Lawrence County,Lawrence10,SD,45.945,41.789,50.101
Lincoln County,Lincoln19,SD,79.857,74.152,85.562
Lyman County,Lyman1,SD,40.639,36.499,44.779
McCook County,McCook1,SD,57.741,53.228,62.254
McPherson County,McPherson3,SD,38.469,34.52,42.418
Marshall County,Marshall10,SD,50.155,45.322,54.988
Meade County,Meade3,SD,54.771,50.861,58.681
Mellette County,Mellette1,SD,34.237,30.708,37.766
Miner County,Miner1,SD,49.159,44.257,54.061
Minnehaha County,Minnehaha1,SD,55.107,52.264,57.95
Moody County,Moody1,SD,53.654,48.245,59.063
Pennington County,Pennington2,SD,48.379,45.6,51.158
Perkins County,Perkins2,SD,39.936,35.638,44.234
Potter County,Potter2,SD,52.758,47.465,58.051
Roberts County,Roberts1,SD,45.911,42.429,49.393
Sanborn County,Sanborn1,SD,46.281,41.523,51.039
Shannon County,Shannon2,SD,27.244,24.485,30.003
Spink County,Spink1,SD,48.125,43.236,53.014
Stanley County,Stanley1,SD,67.172,63.891,70.453
Sully County,Sully1,SD,59.879,53.636,66.122
Todd County,Todd3,SD,27.481,24.624,30.338
Tripp County,Tripp1,SD,40.545,36.585,44.505
Turner County,Turner2,SD,55.708,50.643,60.773
Union County,Union17,SD,72.041,64.821,79.261
Walworth County,Walworth1,SD,41.831,37.658,46.004
Yankton County,Yankton1,SD,47.363,42.831,51.895
Ziebach County,Ziebach1,SD,32.025,29.359,34.691
Tennessee,Tennessee1,SD,44.357,43.81,44.904
Anderson County,Anderson4,TN,46.689,43.06,50.318
Bedford County,Bedford2,TN,42.252,38.213,46.291
Benton County,Benton8,TN,34.382,31.024,37.74
Bledsoe County,Bledsoe1,TN,34.948,31.685,38.211
Blount County,Blount2,TN,47.175,44.523,49.827
Bradley County,Bradley2,TN,43.065,39.806,46.324
Campbell County,Campbell3,TN,33.333,31.067,35.599
Cannon County,Cannon1,TN,41.068,36.832,45.304
Carroll County,Carroll12,TN,36.627,33.282,39.972
Carter County,Carter5,TN,34.354,31.909,36.799
Cheatham County,Cheatham1,TN,51.475,47.181,55.769
Chester County,Chester3,TN,40.98,36.723,45.237
Claiborne County,Claiborne3,TN,33.64,31.068,36.212
Clay County,Clay16,TN,30.744,27.534,33.954
Cocke County,Cocke1,TN,30.86,27.685,34.035
Coffee County,Coffee3,TN,45.235,42.576,47.894
Crockett County,Crockett1,TN,37.853,34.234,41.472
Cumberland County,Cumberland7,TN,40.839,38.219,43.459
Davidson County,Davidson2,TN,48.195,46.397,49.993
Decatur County,Decatur5,TN,37.417,33.542,41.292
DeKalb County,DeKalb5,TN,38.595,34.922,42.268
Dickson County,Dickson1,TN,45.914,41.808,50.02
Dyer County,Dyer1,TN,43.425,39.746,47.104
Fayette County,Fayette9,TN,56.573,51.517,61.629
Fentress County,Fentress1,TN,30.299,27.245,33.353
Franklin County,Franklin21,TN,43.851,40.418,47.284
Gibson County,Gibson2,TN,37.498,34.972,40.024
Giles County,Giles1,TN,41.326,37.376,45.276
Grainger County,Grainger1,TN,35.704,32.99,38.418
Greene County,Greene13,TN,36.74,34.183,39.297
Grundy County,Grundy4,TN,28.086,25.792,30.38
Hamblen County,Hamblen1,TN,37.41,33.91,40.91
Hamilton County,Hamilton9,TN,48.38,46.617,50.143
Hancock County,Hancock9,TN,27.323,24.685,29.961
Hardeman County,Hardeman1,TN,35.321,32.027,38.615
Hardin County,Hardin5,TN,36.285,33.173,39.397
Hawkins County,Hawkins1,TN,39.506,36.361,42.651
Haywood County,Haywood2,TN,35.47,31.844,39.096
Henderson County,Henderson4,TN,39.303,35.391,43.215
Henry County,Henry9,TN,37.151,33.752,40.55
Hickman County,Hickman2,TN,37.443,34.07,40.816
Houston County,Houston4,TN,39.753,36.093,43.413
Humphreys County,Humphreys2,TN,42.837,38.278,47.396
Jackson County,Jackson21,TN,35.379,32.352,38.406
Jefferson County,Jefferson22,TN,41.235,38.546,43.924
Johnson County,Johnson10,TN,31.33,28.315,34.345
Knox County,Knox8,TN,47.199,45.276,49.122
Lake County,Lake12,TN,28.524,25.541,31.507
Lauderdale County,Lauderdale3,TN,33.595,30.341,36.849
Lawrence County,Lawrence11,TN,34.614,31.843,37.385
Lewis County,Lewis5,TN,36.255,33.402,39.108
Lincoln County,Lincoln20,TN,41.802,39.332,44.272
Loudon County,Loudon1,TN,53.945,49.36,58.53
McMinn County,McMinn1,TN,39.528,35.908,43.148
McNairy County,McNairy1,TN,34.882,31.378,38.386
Macon County,Macon6,TN,36.886,33.569,40.203
Madison County,Madison18,TN,43.113,40.136,46.09
Marion County,Marion15,TN,40.766,37.343,44.189
Marshall County,Marshall11,TN,42.839,39.226,46.452
Maury County,Maury1,TN,51.303,47.336,55.27
Meigs County,Meigs2,TN,34.801,31.924,37.678
Monroe County,Monroe15,TN,37.392,33.983,40.801
Montgomery County,Montgomery16,TN,50.935,49.385,52.485
Moore County,Moore2,TN,50.358,45.087,55.629
Morgan County,Morgan9,TN,36.39,32.724,40.056
Obion County,Obion1,TN,40.683,38.077,43.289
Overton County,Overton1,TN,35.884,32.814,38.954
Perry County,Perry10,TN,33.776,30.309,37.243
Pickett County,Pickett1,TN,31.996,28.678,35.314
Polk County,Polk10,TN,36.643,32.857,40.429
